Rubber_content,Aggregate_size,Water_cement_ratio,Compressive_strength,Flexural_strength,Damping_ratio,Cement_content,Fine_aggregate_content,Coarse_aggregate_content,Crumb_rubber_kg_m3,Water_kg,Water_percent
3.32,17.66,0.49,50.39,9.52,0.0205,333.1605599,840.3951979,1006.675245,3.32,163.2486744,6.956225363
25.39,19.42,0.58,22.66,2.65,0.1593,405.2266511,862.753378,1060.457443,25.39,235.0314576,9.078573379
3.82,10.14,0.47,51.77,8.4,0.0211,409.8429842,672.8402791,1084.570193,3.82,192.6262026,8.149351881
11.92,19.39,0.38,44.16,8.33,0.0674,466.8757733,758.1066148,1117.116403,11.92,177.4127938,7.008397735
23.92,5.56,0.39,31.23,2.95,0.1507,281.0431064,667.033385,1029.905402,23.92,109.6068115,5.190923971
4.5,12.51,0.3,54.29,9.78,0.025,467.7412811,611.266747,1067.056604,4.5,140.3223843,6.125242463
6.88,17.54,0.42,47.4,8.46,0.0303,416.206199,812.3475913,1177.119404,6.88,174.8066036,6.756176846
21.67,7.92,0.6,24.32,2.77,0.1389,315.8035669,764.6943822,1095.309503,21.67,189.4821402,7.938221527
21.6,21.46,0.62,26.27,2.76,0.1394,450.0462254,817.1781839,1148.828645,21.6,279.0286597,10.27093672
19.23,9.7,0.38,35.22,4.71,0.1188,468.2081392,626.2868734,1096.955701,19.23,177.9190929,7.448677354
20.82,18.05,0.68,24.09,3.67,0.1358,335.9379664,898.6578537,1092.996515,20.82,228.4378172,8.865001985
16.28,13.1,0.5,36.02,5.54,0.0946,482.1346098,898.3045701,1124.385105,16.28,241.0673049,8.72745581
7.55,16.92,0.67,35.83,6.81,0.0456,379.9806347,739.4999477,1051.872902,7.55,254.5870252,10.46180473
10.37,7.15,0.58,39.69,6.3,0.0694,412.75338,859.8176146,1049.96042,10.37,239.3969604,9.306733726
5.45,5.34,0.59,45.23,6.93,0.0322,496.6228974,673.0705667,1197.870771,5.45,293.0075095,10.9904396
27.25,23.19,0.33,29.61,3.57,0.1715,359.5379373,821.2698484,1173.798402,27.25,118.6475193,4.744944748
17.5,10.39,0.39,33.3,5.71,0.1073,458.8950561,863.767757,1147.550979,17.5,178.9690719,6.71129943
12.03,21.39,0.3,48.58,9.52,0.0708,350.0478059,844.3998798,1027.428908,12.03,105.0143418,4.489862833
13.86,24.99,0.59,34.93,6.93,0.0763,455.8269749,843.5322235,1006.044942,13.86,268.9379152,10.39091653
28.42,9.23,0.44,22.74,2,0.184,412.1614621,738.9079896,1035.082501,28.42,181.3510433,7.569151582
4.6,10.3,0.61,48.39,8.17,0.0349,327.5982529,845.9969843,1187.546193,4.6,199.8349343,7.78908541
17.59,18.26,0.44,35.95,6.34,0.1041,371.0857406,807.2114439,1163.257954,17.59,163.2777259,6.473051294
15.18,24.31,0.63,32.76,6.55,0.0919,349.8798396,639.7354194,1104.615202,15.18,220.4242989,9.460941294
18.34,23.32,0.35,36.9,7.94,0.1162,297.1838465,634.2553212,1193.756118,18.34,104.0143463,4.627899859
0.54,15.06,0.37,56.3,10,0.02,286.5636494,831.5766408,1029.316421,0.54,106.0285503,4.703964597
26.16,20.9,0.44,24.46,3.69,0.1658,356.2253042,787.6392266,1111.830088,26.16,156.7391338,6.427439325
27.96,7.71,0.46,20.11,2.34,0.1723,284.1875125,755.8128352,1036.644425,27.96,130.7262558,5.848183293
16.95,24.55,0.44,35.38,7.41,0.1052,316.4073067,872.1785373,1061.285721,16.95,139.2192149,5.786236713
20.9,24.29,0.61,21.08,3.66,0.1308,439.5403306,797.8771071,1188.027004,20.9,268.1196017,9.877441639
27.67,8.27,0.34,26.48,2.33,0.1702,435.7800719,718.8440235,1173.655703,27.67,148.1652244,5.916869755
21.22,10.99,0.44,30.08,4.77,0.1322,442.487685,724.1795425,1020.359757,21.22,194.6945814,8.102343568
4.58,7,0.63,43.79,9.1,0.0236,349.7736976,781.5733082,1049.908761,4.58,220.3574295,9.157927545
17.29,10.43,0.33,38.89,6.08,0.1022,475.8042806,828.0825854,1118.901494,17.29,157.0154126,6.045812217
18.2,21.32,0.68,23.98,4.6,0.119,410.6427206,769.3059921,1012.270557,18.2,279.23705,11.21588742
12.72,12.57,0.69,36.75,4.96,0.0805,307.7257952,752.6282647,1110.016929,12.72,212.3307987,8.864025523
22.09,6.77,0.34,32.22,4.98,0.1308,311.6181055,818.0702108,1116.898287,22.09,105.9501559,4.461760378
28.03,11.84,0.42,22.58,2.56,0.1796,432.4809939,811.579365,1058.193436,28.03,181.6420174,7.231185592
27.77,24.63,0.45,20.28,2.96,0.1754,318.047666,849.1040522,1058.624596,27.77,143.1214497,5.971685015
13.53,17.59,0.61,34.5,6.05,0.0893,391.6043943,618.7655359,1045.815854,13.53,238.8786806,10.34736435
3.4,13.32,0.54,51.55,9.28,0.0213,498.1903847,826.4856396,1187.135274,3.4,269.0228077,9.662363059
29.55,8.33,0.56,18.89,2,0.1857,280.881673,754.1281353,1077.774228,29.55,157.2937369,6.83996509
25.17,24.72,0.6,22.42,2.96,0.1638,283.6475564,622.407936,1117.053813,25.17,170.1885339,7.671444718
3.74,21.42,0.35,55.19,10,0.02,498.478608,803.7030085,1060.314915,3.74,174.4675128,6.866896332
27.63,10.63,0.63,16.13,2,0.1849,408.6205435,814.9620582,1140.532801,27.63,257.4309424,9.71739548
26.1,6.4,0.58,17.32,2,0.1645,307.9201946,757.0881509,1020.288254,26.1,178.5937129,7.798885082
15.57,6.13,0.53,33.99,4.62,0.0995,477.4064839,838.1396933,1014.328309,15.57,253.0254365,9.737477979
17.74,7.41,0.66,27.57,3.87,0.1129,473.683666,690.0744326,1148.856752,17.74,312.6312196,11.82871235
11.97,16.62,0.58,39.33,7.38,0.0693,397.9640909,660.5721656,1145.333592,11.97,230.8191727,9.434055614
1.64,23.58,0.38,56.23,10,0.02,416.7942466,705.2201855,1053.000267,1.64,158.3818137,6.782840988
10.06,14.93,0.47,46,7.56,0.0565,340.1011821,723.015154,1071.009343,10.06,159.8475556,6.93772786
24.09,21.86,0.5,27.56,4.07,0.1435,291.1143332,808.7800807,1191.4521,24.09,145.5571666,5.914568889
0.14,13.92,0.32,58.26,10,0.02,410.804874,853.6559814,1020.866059,0.14,131.4575597,5.439042928
10,19.17,0.68,32.95,7.63,0.0615,344.8461425,816.275457,1036.629413,10,234.4953769,9.601626514
11.95,19.64,0.35,46.89,8.28,0.0776,425.9966303,652.1962677,1086.007673,11.95,149.0988206,6.412164697
16.12,8.48,0.58,35,4.34,0.1068,463.9739389,709.8651254,1056.419781,16.12,269.1048846,10.69793779
27.6,12.22,0.5,18.08,2.46,0.1737,283.9953197,647.524114,1129.80171,27.6,141.9976598,6.364985567
10.39,17.75,0.31,50.24,9.22,0.0581,411.0570304,806.0172599,1138.120345,10.39,127.4276794,5.111393903
10.41,6.41,0.67,37.18,5,0.063,330.8817187,674.4515635,1105.277617,10.41,221.6907515,9.462997783
22.13,12.23,0.64,23.55,3.65,0.1354,472.2554695,757.6160799,1122.23946,22.13,302.2435005,11.29255557
13.57,15.7,0.51,40.66,6.63,0.0783,335.8061914,837.548953,1086.684166,13.57,171.2611576,7.004917432
6.74,24.92,0.39,51.86,10,0.0424,414.3694293,801.2817825,1152.077451,6.74,161.6040774,6.372217756
13.57,14.49,0.35,43.56,7.64,0.0845,401.7789848,689.5121972,1008.4197,13.57,140.6226447,6.239071151
4.23,21.32,0.45,51.51,9.85,0.0239,367.15663,699.8600252,1062.578267,4.23,165.2204835,7.186481966
5.29,13.64,0.4,51.82,9.74,0.0221,429.076568,796.009286,1136.886008,5.29,171.6306272,6.76005888
14.95,20.93,0.5,35.18,6.41,0.0945,439.6693196,764.8403248,1065.929022,14.95,219.8346598,8.77505241
12.57,16.91,0.69,33.21,5.25,0.0689,404.726315,628.9180462,1015.707056,12.57,279.2611573,11.92820929
27.45,22.73,0.53,18.36,2.39,0.1804,446.8528922,862.1974768,1069.002686,27.45,236.8320329,8.962982552
10.87,13.22,0.66,35.61,6.56,0.0707,496.3517567,753.7839744,1142.298954,10.87,327.5921594,11.99577201
17.42,17.09,0.56,30.56,4.71,0.1039,372.2399253,742.008304,1024.396973,17.42,208.4543582,8.815928685
18.97,17.6,0.49,30.26,5.92,0.1285,393.2082714,659.531801,1144.926273,18.97,192.672053,7.996985904
0.39,13.35,0.64,49.55,10,0.02,282.7433731,713.0981457,1155.091143,0.39,180.9557588,7.758754581
19.91,7.89,0.49,29.81,4.54,0.1285,455.1262824,699.8474587,1127.060149,19.91,223.0118784,8.832308319
5.34,6.87,0.65,44.17,7.41,0.035,394.4506148,681.2207048,1048.84681,5.34,256.3928996,10.74459043
28.83,5.33,0.42,18.66,2,0.1781,369.7515147,770.2219724,1161.059071,28.83,155.2956362,6.248923569
4.46,22.47,0.35,52.88,10,0.0231,300.6958319,738.6826081,1042.8885,4.46,105.2435412,4.801321097
12.44,9.73,0.64,35.07,6.03,0.0707,475.7244128,866.7593056,1181.16419,12.44,304.4636242,10.7184686
2.56,9.23,0.53,49.26,9.17,0.02,366.9015928,882.4031931,1141.32914,2.56,194.4578442,7.514838219
29.91,19.72,0.66,13.1,2,0.1881,430.1679516,665.8420288,1010.943985,29.91,283.9108481,11.72809823
15.07,11.4,0.68,27.5,5.59,0.0952,312.8623144,630.0316286,1159.857424,15.07,212.7463738,9.128521351
17.86,15.12,0.32,38.64,5.74,0.1128,491.5409185,835.6012654,1101.286708,17.86,157.2930939,6.041411208
2.01,8.25,0.5,52.87,9.16,0.02,319.2571876,898.4584211,1090.529779,2.01,159.6285938,6.462999679
22.5,24.19,0.45,29.49,5.08,0.1422,323.8992384,859.080021,1084.102239,22.5,145.7546573,5.984991312
6.3,22.03,0.55,47.01,8.59,0.0318,468.9762293,607.1092206,1121.326013,6.3,257.9369261,10.47821969
26.94,22.28,0.62,18.55,2.46,0.1705,480.7682037,675.3790652,1144.9157,26.94,298.0762863,11.35062035
6.15,13.14,0.41,50.21,9.15,0.0299,326.6724297,613.0026831,1179.195323,6.15,133.9356962,5.929096819
5.72,20.25,0.52,46.77,9.03,0.0275,383.3561954,846.2338131,1054.588963,5.72,199.3452216,8.008262998
1.1,7.88,0.58,51.55,9.7,0.02,441.368879,774.4220929,1126.155255,1.1,255.9939498,9.849557239
14.16,5.17,0.35,38.24,5.24,0.0878,473.2404614,754.1155624,1137.268522,14.16,165.6341615,6.50970538
16.95,5.4,0.63,28.11,4.39,0.1061,363.3915929,766.3349646,1134.959428,16.95,228.9367035,9.118903609
1.97,16.73,0.54,53.53,10,0.02,393.7442871,675.7353776,1098.60013,1.97,212.621915,8.923676485
23.27,14.11,0.68,15.77,2.25,0.1559,443.1776103,780.4915107,1078.20451,23.27,301.360775,11.47383474
13.6,15.36,0.44,39.33,6.32,0.0813,440.8499149,609.2000935,1152.475763,13.6,193.9739625,8.048379068
15.73,5.15,0.34,42.17,4.54,0.088,452.2512286,793.8035172,1060.001961,15.73,153.7654177,6.211358517
13.22,13.45,0.5,37.87,5.97,0.085,405.3854401,820.3301491,1041.610632,13.22,202.6927201,8.16243321
12.02,19.36,0.33,43.73,8.68,0.0742,303.0153213,801.9078791,1109.165839,12.02,99.99505603,4.298821202
16.79,13.85,0.69,28.48,4.38,0.1095,478.874124,699.6352555,1053.522172,16.79,330.4231456,12.81084908
4.66,19.64,0.32,53.24,10,0.0275,470.4259587,847.8788745,1006.646633,4.66,150.5363068,6.069650705
5.46,9.66,0.6,44.47,7.51,0.035,455.5814359,814.6631991,1010.315149,5.46,273.3488615,10.68032392
25.85,21.26,0.51,21.31,3.67,0.1657,301.969745,638.4891969,1139.002105,25.85,154.0045699,6.816425681
28.38,16.77,0.45,23.73,2.07,0.191,324.9674208,658.5432662,1194.629169,28.38,146.2353393,6.215493207
11.2,9.22,0.33,48.62,6.95,0.0585,443.5920803,791.132524,1090.937677,11.2,146.3853865,5.894916903
8.12,9.73,0.55,42.52,7.24,0.0467,285.0908208,686.8248401,1029.412225,8.12,156.7999514,7.238320045
19.32,17.56,0.53,27.02,4.46,0.1286,495.4294194,635.8298824,1163.616642,19.32,262.5775923,10.19016955
12.26,21.6,0.41,40.87,7.15,0.076,362.9718297,646.4906979,1052.287179,12.26,148.8184502,6.695004726
0.76,13.31,0.66,47.8,9.19,0.02,438.2487574,649.6851542,1199.125292,0.76,289.2441799,11.2237899
4.68,10.17,0.42,51.74,9.06,0.0258,475.2656395,743.337272,1112.652833,4.68,199.6115686,7.872523914
21.48,22.34,0.48,26.81,5.53,0.144,366.8185754,782.215636,1046.52651,21.48,176.0729162,7.357482463
19.77,18.39,0.52,28.22,5.29,0.121,350.2091475,652.9206825,1099.200954,19.77,182.1087567,7.903307121
0.81,13.96,0.34,58.84,10,0.02,413.9230484,813.7489831,1067.076254,0.81,140.7338364,5.776558367
6.66,14.76,0.67,42.7,7.97,0.0469,407.8176622,684.3037823,1155.894397,6.66,273.2378337,10.80882771
6.93,9.09,0.45,45.94,8.25,0.035,370.0107951,693.4674415,1021.163177,6.93,166.5048578,7.373748172
20.16,17.54,0.33,32.18,4.93,0.1295,412.3904463,667.0495863,1171.400543,20.16,136.0888473,5.653668117
0.59,12.17,0.45,60,10,0.02,485.7839013,835.5618408,1153.467379,0.59,218.6027556,8.114412722
3.12,24.91,0.54,50.62,10,0.02,382.8808565,887.9441499,1172.272761,3.12,206.7556625,7.793355945
24,14.6,0.51,24.51,3.96,0.1435,323.2832798,747.7499546,1178.998749,24,164.8744727,6.760180254
5.36,14.72,0.58,46.98,8.82,0.0262,362.9853162,612.6091924,1045.955565,5.36,210.5314834,9.409474084
19.58,16.32,0.32,35.59,6.27,0.1251,366.7035362,678.1707949,1104.201161,19.58,117.3451316,5.133206454
7.15,23.34,0.41,49.75,9.1,0.0448,308.8439125,647.4150873,1169.984444,7.15,126.6260041,5.602872322
2.98,21.02,0.63,46.91,9.4,0.02,315.8317301,852.8286855,1075.477594,2.98,198.97399,8.134362484
7.3,14.02,0.33,50.47,9.27,0.0454,430.6036561,625.4561962,1012.081515,7.3,142.0992065,6.407964218
21.67,19.37,0.64,23.51,4.31,0.1443,354.6851059,889.9428722,1058.326871,21.67,226.9984678,8.896237398
25.67,16.72,0.34,25.2,3.71,0.1633,490.0776462,776.554133,1048.384062,25.67,166.6263997,6.645618243
24.91,14.85,0.63,23.97,2.3,0.1545,333.591284,755.3219361,1174.012524,24.91,210.1625089,8.413236826
11.92,8.85,0.44,39.49,6.93,0.076,301.7633911,854.2051867,1092.76927,11.92,132.7758921,5.547506492
20.04,14.28,0.54,25.88,3.63,0.1308,445.7710039,608.2642864,1136.708847,20.04,240.7163421,9.819143176
6.15,9.92,0.36,50.36,9.64,0.038,473.8279314,833.1458248,1192.42383,6.15,170.5780553,6.37406752
8.79,23.3,0.33,46.73,9.12,0.0565,341.1849385,634.9812137,1059.83757,8.79,112.5910297,5.218866481
26.89,11.71,0.39,25.04,2,0.1626,324.4593824,852.2334297,1152.239912,26.89,126.5391591,5.097530703
0.39,24.05,0.35,59.37,10,0.02,320.8685497,758.7528658,1004.552824,0.39,112.3039924,5.112004022
2.57,15.66,0.42,55.16,10,0.02,394.8427063,618.3388207,1020.823235,2.57,165.8339366,7.529662262
6.24,17.63,0.51,47.97,9.16,0.0399,383.0516611,849.9735116,1032.373018,6.24,195.3563471,7.918799339
0.8,15.86,0.54,51.37,10,0.02,337.0767648,608.1942351,1062.483667,0.8,182.021453,8.309295956
5.44,7.59,0.62,44.09,7.57,0.035,289.9380857,641.5112079,1080.597443,5.44,179.7616132,8.181215072
17.49,12.52,0.56,31.95,4.62,0.103,385.9280949,839.3473571,1095.403178,17.49,216.1197331,8.461054603
12.64,6.98,0.54,34.01,4.92,0.0873,491.0531165,739.4613372,1049.066269,12.64,265.1686829,10.36872532
26.78,17.46,0.46,24.06,2,0.1633,423.5542242,864.4166113,1013.243064,26.78,194.8349431,7.722875997
24.52,13.94,0.49,21.97,3.19,0.161,389.0114425,790.6287818,1135.504618,24.52,190.6156068,7.533378636
10.25,20.56,0.47,46.8,8.81,0.0614,304.3522563,787.0586263,1004.732271,10.25,143.0455605,6.359166826
7.78,9.41,0.64,39.75,7.09,0.048,335.5359839,687.6705318,1161.894127,7.78,214.7430297,8.919293832
11.39,8.29,0.39,43.2,7.26,0.0676,344.8502689,640.1041571,1185.830965,11.39,134.4916049,5.805392191
17.71,13.13,0.3,37.14,6.78,0.1065,448.2567816,888.3517173,1142.073783,17.71,134.4770345,5.111505678
8.04,23.53,0.56,41.27,8.8,0.0567,472.8763754,631.4393067,1119.192103,8.04,264.8107702,10.60788201
18.72,19.21,0.38,39.65,5.84,0.1143,478.3612078,758.70318,1131.403706,18.72,181.777259,7.075893755
12.28,13.38,0.66,36.46,5.46,0.0708,496.6050938,681.7705773,1130.444409,12.28,327.7593619,12.3736034
16.56,15.35,0.64,26.72,5.86,0.1058,496.1206703,679.2421991,1186.341027,16.56,317.517229,11.77830151
13.08,6.68,0.33,46.39,6.85,0.078,489.6598092,778.3758658,1192.861174,13.08,161.587737,6.131048273
8.83,24.69,0.34,50.51,9.13,0.055,295.8008709,839.3802352,1085.342328,8.83,100.5722961,4.31654515
28.45,18.33,0.5,19.35,2,0.1786,310.3145779,833.1538448,1123.415835,28.45,155.157289,6.331680236
22.91,10.71,0.54,25.81,3.61,0.1429,346.9826358,860.6405068,1160.561411,22.91,187.3706233,7.266750199
4.2,16.72,0.41,51.63,9.34,0.0223,401.6376159,687.8708214,1000.207631,4.2,164.6714225,7.290902972
26.05,7.19,0.59,24.08,2.4,0.1694,301.3351355,739.7254145,1105.403183,26.05,177.78773,7.56446493
14.62,24.32,0.54,33.72,5.48,0.0857,466.0753307,602.800372,1130.575268,14.62,251.6806786,10.20705709
26.84,8.5,0.43,24.19,2.86,0.1723,415.6863594,824.0572869,1143.44109,26.84,178.7451345,6.904635926
24,17.96,0.31,30.04,4.79,0.1481,399.3201685,690.7029336,1073.757882,24,123.7892522,5.355201858
12.76,9.91,0.6,32.82,5.72,0.0802,316.3684911,768.44806,1059.128884,12.76,189.8210947,8.089450184
0.67,19.35,0.39,60,10,0.02,335.7162044,650.7900846,1036.428513,0.67,130.9293197,6.07692022
8.06,20.54,0.63,37.95,8.91,0.0511,315.2686455,845.8198521,1111.56311,8.06,198.6192467,8.011002095
16.25,18.47,0.47,35.9,6.49,0.1053,467.4252947,845.1816658,1183.860686,16.25,219.6898885,8.0401582
19,17.29,0.53,26.79,4.42,0.1256,408.5301292,863.2358744,1179.19563,19,216.5209685,8.059645289
7.74,22.85,0.65,39.44,7.36,0.043,441.7284741,613.7810991,1071.993185,7.74,287.1235081,11.85301794
4.18,6.57,0.65,45.46,7.76,0.02,345.1272298,897.7376129,1051.571028,4.18,224.3326994,8.891687371
25.05,11.62,0.45,23.83,2.9,0.1633,361.6755802,674.3338243,1157.758765,25.05,162.7540111,6.833889497
29.53,9.97,0.38,23.23,2,0.1808,369.0680922,692.8301058,1144.996004,29.53,140.245875,5.900939992
15.77,24.76,0.61,31.24,6.17,0.0925,447.2032938,674.8007188,1101.067966,15.77,272.7940092,10.86120801
5.15,12.79,0.47,50.94,8.58,0.0331,449.9176573,680.2598095,1077.806052,5.15,211.4612989,8.721510802
8.17,19.65,0.38,50.62,9.14,0.0414,325.4989761,765.7984068,1024.759581,8.17,123.6896109,5.50241109
0.55,18.69,0.66,47.31,10,0.02,487.1385485,671.9431633,1157.027718,0.55,321.511442,12.18690743
27.43,9.24,0.38,24.86,3.05,0.1829,306.5441742,718.1313934,1123.492889,27.43,116.4867862,5.082131504
3.53,9.78,0.31,55.82,10,0.02,477.1468581,796.6819747,1075.376336,3.53,147.915526,5.915081476
17.3,10.63,0.31,40.24,5.47,0.099,302.087042,850.8078611,1183.757595,17.3,93.64698303,3.82607464
8.22,13.22,0.55,42.69,7.8,0.048,338.1987585,807.8224501,1131.934541,8.22,186.0093171,7.524085459
16.63,9.69,0.56,32.49,4.69,0.1037,466.2252779,778.2968534,1185.847773,16.63,261.0861556,9.640984438
19.54,5.39,0.42,32.33,3.39,0.1176,319.4882559,644.3185688,1094.882492,19.54,134.1850675,6.065096505
24.89,22.59,0.43,26.52,4.35,0.1516,370.9849449,844.8346805,1090.923565,24.89,159.5235263,6.403592566
6.19,24.31,0.44,51.09,10,0.0422,378.969046,611.1824664,1187.447858,6.19,166.7463802,7.093973371
0.33,11.83,0.57,52.73,9.74,0.02,333.9569741,679.257499,1191.958286,0.33,190.3554752,7.945189432
4.11,11.77,0.32,55.78,9.03,0.0224,436.2539443,617.1176751,1192.153464,4.11,139.6012622,5.84292393
27,5.14,0.67,17.9,2,0.173,467.2936229,800.2286927,1163.779479,27,313.0867273,11.29710702
26.22,18.61,0.39,25.56,2.94,0.1668,472.4065308,710.5113248,1092.481229,26.22,184.238547,7.411468166
17.92,21.51,0.7,27.13,5.21,0.1202,354.6508721,795.614545,1042.059859,17.92,248.2556104,10.09784507
18.02,7.93,0.37,34.15,5.31,0.1076,396.7870867,704.1092878,1076.688176,18.02,146.8112221,6.267513385
19.95,8.19,0.61,29.34,3.21,0.1273,334.6494089,736.7222192,1187.659498,19.95,204.1361394,8.220962506
5.26,20.8,0.39,45.44,9.89,0.0353,333.8552303,737.388303,1072.710859,5.26,130.2035398,5.71213984
27.43,17.33,0.33,25.94,3.24,0.1803,315.4758938,613.6741961,1151.343485,27.43,104.107045,4.706401621
12.56,5.9,0.65,36.71,5.08,0.0883,486.8041824,729.0679579,1184.60087,12.56,316.4227185,11.59288701
11.49,17.45,0.64,33.17,6.19,0.0746,475.3575423,792.3193089,1194.078433,11.49,304.2288271,10.9534352
15.57,11.18,0.46,37.28,4.95,0.1019,451.0189169,763.8156738,1189.534829,15.57,207.4687018,7.896325662
1.41,12.37,0.58,48.52,9.98,0.02,393.8855347,622.5851299,1111.01152,1.41,228.4536101,9.691136984
4.99,20.39,0.52,46.59,9.24,0.0372,387.9337414,800.4167957,1098.376015,4.99,201.7255455,8.090243833
22.14,21.22,0.64,25.09,3.86,0.1378,396.5440466,692.6588265,1197.528102,22.14,253.7881898,9.903314233
2.48,13.01,0.43,53.63,10,0.02,398.044963,604.3304408,1043.635841,2.48,171.1593341,7.711093616
18.09,23.94,0.51,27.93,6.08,0.1186,375.6038786,646.6786671,1037.506052,18.09,191.5579781,8.440772486
7.36,13.13,0.49,43.39,7.55,0.044,308.9860632,749.2678972,1192.63646,7.36,151.403171,6.283192387
11.68,20.44,0.44,43.69,6.99,0.0713,307.6460476,693.1204977,1137.838964,11.68,135.364261,5.922353577
8.66,14.68,0.66,39.81,6.79,0.062,489.4949375,808.3149041,1107.260802,8.66,323.0666587,11.80455193
10.67,22.95,0.37,48.7,8.96,0.0604,386.0467671,672.1960427,1026.409959,10.67,142.8373038,6.381907425
21.57,23.16,0.36,35.69,5.18,0.1277,489.7052155,831.8388505,1102.64805,21.57,176.2938776,6.723497821
8.91,6.75,0.53,41.7,6.67,0.0637,315.9869131,685.9431544,1188.844231,8.91,167.4730639,7.074859771
16.99,23.73,0.56,36.73,7.02,0.1083,401.9716414,786.2591123,1120.578265,16.99,225.1041192,8.824487135
14.28,21.51,0.38,40.58,6.55,0.097,325.6977957,839.7649141,1080.925724,14.28,123.7651624,5.190547665
19.91,20.83,0.46,29.49,4.95,0.1305,335.7006133,715.6668386,1110.2206,19.91,154.4222821,6.61076835
28.1,9.02,0.68,13.65,2,0.1758,286.6120073,614.0414825,1177.229017,28.1,194.896165,8.470510303
21.98,21.1,0.4,26.15,5,0.1435,306.1697284,760.6336563,1182.569732,21.98,122.4678913,5.116000358
6.45,22,0.57,47.46,8.58,0.0326,481.7066497,898.6227185,1080.017633,6.45,274.5727903,10.01589757
0.94,10.78,0.6,53.19,9.9,0.02,350.7372581,890.6975599,1121.6122,0.94,210.4423549,8.174330088
7.87,24.05,0.48,43.15,9.18,0.048,413.7884266,666.3066582,1055.840523,7.87,198.6184448,8.479183972
17.85,6,0.68,26.87,3.19,0.1065,382.303109,826.7089528,1090.217059,17.85,259.9661141,10.08775906
1.54,8,0.59,49.5,8.96,0.02,368.099274,703.4855495,1043.976527,1.54,217.1785716,9.303878663
14.89,15.75,0.48,34.72,5.86,0.1048,397.0149401,648.0817441,1106.294452,14.89,190.5671712,8.08567826
17.91,16.52,0.53,28.17,4.63,0.1159,321.1925678,799.7744102,1115.648027,17.91,170.2320609,7.020582117
10.03,17.9,0.58,39.24,7.34,0.0619,497.4928577,750.2606189,1067.567347,10.03,288.5458575,11.03891594
23.13,5.34,0.54,24.5,2,0.1562,460.0277311,761.7691673,1054.42366,23.13,248.4149748,9.750307536
3.2,24.21,0.65,44.84,9.71,0.02,443.1552192,848.2177987,1030.205121,3.2,288.0508925,11.024483
2.25,5.89,0.44,53.46,9.38,0.02,383.1270453,700.9631028,1027.908733,2.25,168.5759,7.384530838
21.85,7.86,0.42,33.05,4.06,0.1407,313.6329669,800.1284279,1142.292223,21.85,131.7258461,5.466643235
14.86,5.28,0.39,38.99,6.2,0.0896,482.5464888,709.8574401,1044.327601,14.86,188.1931306,7.713513971
20.65,16.34,0.32,35.11,5.16,0.1242,355.1051548,612.817169,1023.595404,20.65,113.6336495,5.345449991
13.04,23.65,0.32,45.28,8.61,0.0669,291.0234717,713.4045322,1199.774338,13.04,93.12751095,4.030848604
7.39,18.32,0.65,41.8,8.12,0.0412,355.3288089,885.010339,1051.9833,7.39,230.9637258,9.126561832
24.57,21.45,0.57,21.14,3.58,0.1532,454.7805467,744.9787446,1179.209663,24.57,259.2249116,9.735182114
23.98,5.27,0.56,23.49,2,0.1535,416.9959239,632.4691311,1121.837191,23.98,233.5177174,9.614530671
20.84,15.84,0.55,28.71,3.59,0.1287,445.1844886,806.3480488,1143.014033,20.84,244.8514688,9.204118771
8.16,14.19,0.64,37.76,7.52,0.0632,454.5997844,889.0138049,1112.183782,8.16,290.943862,10.56095436
17.71,14.98,0.49,35.52,4.37,0.1045,326.6300144,872.383574,1036.162239,17.71,160.0487071,6.632948586
10.83,6.44,0.65,39.42,5.52,0.0739,483.2323295,771.5882513,1169.410314,10.83,314.1010142,11.42533705
2.75,18.69,0.44,50.94,9.05,0.02,376.3577126,712.8842233,1165.594553,2.75,165.5973936,6.833876485
27.52,15.06,0.67,16.24,2,0.1816,420.5830028,774.2033006,1069.937093,27.52,281.7906119,10.94743158
4.1,20.3,0.58,47.98,8.96,0.0271,280.50793,844.7793187,1152.770139,4.1,162.6945994,6.654578691
28.51,14.71,0.4,21.61,2.95,0.17,498.5410697,858.3712026,1108.608052,28.51,199.4164279,7.403763513
13.38,7.99,0.53,38.14,6,0.083,341.7972049,845.6531655,1181.809828,13.38,181.1525186,7.065802059
5.55,17.97,0.51,47.27,8.79,0.031,293.6538834,736.6429135,1160.564874,5.55,149.7634806,6.383303499
16.26,8.45,0.36,35.9,6.06,0.0957,380.8176491,635.6573969,1008.199154,16.26,137.0943537,6.294424077
26.19,22.45,0.54,22.4,3.65,0.1693,308.3866126,770.752028,1175.855194,26.19,166.5287708,6.803444587
21.97,17.26,0.43,27.66,4.43,0.1479,313.5118762,646.9286484,1193.713284,21.97,134.8101068,5.833576889
24.2,8.14,0.32,32.21,2.76,0.1365,419.1022189,618.2875002,1148.431241,24.2,134.11271,5.721205739
19.76,24.25,0.68,23.56,4.49,0.1255,366.4440261,749.60035,1023.982706,19.76,249.1819378,10.34392455
20.77,15.37,0.56,27.06,3.97,0.126,482.807539,796.612035,1161.475178,20.77,270.3722219,9.896360278
25.48,6.46,0.65,21.65,2,0.163,350.2144288,856.2441919,1129.497809,25.48,227.6393787,8.792302567
7.49,17.54,0.57,43.89,8.34,0.0439,439.7596282,834.8506662,1067.765264,7.49,250.6629881,9.63892469
